ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
0.0006121225297648476,0.2654614625667972,-0.13569132549348192,0.1155638127458779,1.0933348154202536,1.7154005296242845,-1.187298969483929,1.3284361310680766,-1.2926568598087913,0
-2.3092924925316627,-2.0919926872691184,-0.38724913320736337,-0.3151441809802709,-0.0004061619075897646,2.0701621660630813,0.2726850457536351,-0.6516947381488879,0.6879440997585085,0
0.7376029476418758,0.8697855042186972,-0.23832489863074546,1.3952346839510084,-0.0004061619075897646,-0.09340270742321129,0.7862778851292089,-2.160217109010917e-05,-1.1731160201153596,0
0.8951157204446761,0.5616894101446014,0.007135561642306253,0.6072570341037473,0.7271776901640312,-0.7804098854041476,1.263148944581456,2.1906183815395672,0.8529781041624616,0
1.4563338841593434,-0.47765741702596637,-0.463029945747618,-0.37256140608980576,-0.7446659407263198,-0.3441157637158229,-0.8288607609553174,-2.222984801143448,0.13972011006402865,0
-1.0825930331361655,-0.252374822203573,0.7904985822937468,0.27403160051112124,-0.2238541659719767,-1.808301902735723,-1.7895282471910154,-0.7428303106805372,-1.8123429398176547,0
2.2753293014394806,1.614357876312628,0.7906183289533986,0.2536542988195569,1.8850368289599604,-1.76877807176516,-0.15017838916901974,1.17425802644835,-1.6664174526226168,0
1.1260439991529725,0.21770067137612967,-0.9643265942322135,-1.6573618891329185,-0.9595679634501152,0.6018194898853614,-0.5838576034025815,-0.2339146997494822,0.560116164095186,0
0.0006121225297648476,-2.4179405469237336,-0.8929198013810299,0.44198700963844767,-2.050858481284695,-0.45628262118515683,-0.47976808276594984,-0.8067005089119181,-0.4786804743888338,0
2.300481117530475,0.9633498412734307,0.41056773221130194,1.2665444802540566,2.0946834634657527,1.7101471095184788,1.1084229699334462,0.3588151344933189,0.520359404032579,0
0.20314342828697757,-0.9643675517594025,1.2216133898676251,0.2778091468078556,-0.22555454665590804,-0.009267995354146385,0.39641194682980685,0.7955933066767008,-0.3920187961245128,0
0.6474249528407672,0.6966346058853046,-0.37123345694075977,0.6403242256910405,-0.0004061619075897646,-0.7700846808109331,0.07369042143975363,0.6500242871393617,0.058104592844794016,0
0.02885902908593082,-1.2397555519811814,-0.37552176406569354,-2.2772067430082585,-1.6196321275940253,-0.973471739780242,0.5006514738904714,0.8447230063490557,-0.6709551920938938,0
0.0006121225297648476,-1.4437418157442399,0.6255303785210325,-0.1836726913150203,-1.0821625152568326,-0.575630984211711,1.5473098652074113,0.6515796431546113,0.5762821150899339,0
0.3012748455490783,0.2796599629516602,0.7485172656214185,-1.3273196478376048,-0.0004061619075897646,0.22985666311445105,-0.3209227032087709,0.25055475203430133,1.044416591627065,0
-0.5302567503875236,-0.3017446892349995,2.224070646162383,1.6243394479965387,0.9664974770105944,1.1249066525502267,-0.8344869813403184,0.5586898451268671,0.5278132593910978,0
-0.020382206912325986,0.4578547033630684,1.0502798495275942,1.9256559782235068,-0.0004061619075897646,-1.3778542752735303,1.8594317816807147,-0.6308660618224546,0.38879379389017715,0
1.52098899467987,2.4184884611792894,0.24258999491413377,-0.14042723133892018,2.03260155398427,0.6436186174856409,-0.27255402288332425,0.3252829329733295,0.6918144586372044,0
1.371832378244434,2.4990520843480786,-0.290602514898735,-0.5942604905828788,-0.0004061619075897646,0.06597013687133474,-0.42419703672459036,-0.1678544764992603,-1.971590931093781,0
0.21067754959192478,0.5655384420040431,0.4275393199882531,-1.7417845819072137,0.0618880892188672,0.5435577162082348,-0.5396504199998322,-0.23398133357656858,-1.8115817294568646,0
0.0006121225297648476,0.969709243703454,0.04055809301679084,2.0805386419412404,-0.0004061619075897646,1.597605989866542,0.6229671405933109,-1.358599190778734,0.2148817268471712,0
-0.30377400326537746,-0.8780585581375148,1.0460620577146438,-0.8180792933995626,-0.7196331383749393,1.2109135647302962,1.095170837897119,0.6859567842260854,-0.2794198340419901,0
0.0006121225297648476,0.6118096603619306,-0.5644978173102035,-0.9811146083077286,-0.21549180939824383,0.12571059196830742,-0.028711445100112556,-0.4239614954053151,1.9227849088954627,0
-2.2996172068000296,0.015957110067976923,-0.091906103797715,-0.08127675498116371,-0.0004061619075897646,0.22779004599051017,0.7073197191737106,1.5344904037316833,0.7238410174121681,0
-1.2156027606648168,-1.738499157746255,-0.5459482005311854,1.901079412020229,-0.17096654317144164,0.5802982990314692,-0.9206827474970892,-0.6127642466315291,1.1054814605987746,0
-0.4092909133903805,0.07418799056965518,-0.08594640878763354,1.0034020545600737,-0.32088526546695095,-0.15939452749957023,0.1875192717606323,0.8671362688845224,1.5899636049842063,0
-2.3092924925316627,0.36029390186021,1.3347663051634029,1.0754347273861102,1.5810245366818518,0.19435807711055747,-0.14524908252656357,-2.3336350877631458,0.280545743689162,0
0.0006121225297648476,-1.5813996058195958,-1.0163728802207248,0.5082295093925332,-0.9377747370766871,-1.5783537225344808,-0.472627961933498,-1.0903336308147653,0.04928446120962518,0
